chirp_mass mass_ratio time_jitter
30.5231724785573 0.8716464114542222 8.184366520598666e-05
31.848296052863557 0.7320338274922987 -0.00021446130624023087
31.01422590596727 0.7231135342425963 -6.427558750705259e-05
31.49776833518635 0.764913570713333 -8.399882602884461e-05
31.73977789976254 0.7698360481835138 0.00020656339692214597
31.01812201715759 0.7167594591902415 0.0001964457936872637
31.289489058545353 0.7146708456781876 8.613114220677601e-05
32.0970495417373 0.8835944442409926 -0.00020979959444029981
32.09337214944938 0.8533296889146991 0.00019429157631155184
30.770491003456964 0.7907431103673985 7.052721088518781e-05
32.26936540231887 0.9385800038912087 -4.718535766789155e-05
31.532398816726552 0.7662763837976776 -1.460290919386907e-05
30.73633811476465 0.9929974797982304 -0.00017592696613440666
30.896228164708425 0.885063248202523 -5.46583227956264e-05
30.752446086983852 0.91866048376235 0.00017933449817248136
31.274840625358454 0.7512172353026909 -0.0001328029316703304
31.032742516896633 0.7418834150298853 -0.0001204760293009524
30.796075334262408 0.8832644292370143 0.00023818872526975887
32.118427603000676 0.9563114211594762 -2.988476621483435e-05
30.85274350734953 0.8181245684336609 0.00013458271780661515
31.86670469898384 0.8166453953536807 0.000198701753644785
32.048516171511054 0.9011028879536167 1.5092012665431608e-06
32.18903896452152 0.9654324971853128 0.000139800998489204
30.9571582111023 0.798997976031021 -7.58566169792953e-05
31.982927227431706 0.8711485018568803 0.00022876765172700922
31.700228557647453 0.8359735685696944 3.255538553737392e-05
32.03621488369324 0.948227676992397 -0.00017212990497925167
31.960146170727466 0.9676344322260402 -5.489898498137126e-06
31.721457453344396 0.849024425678736 3.072769895771737e-05
30.844065791371897 0.9644950250952393 0.0001477792207097214
31.37862667063143 0.805600529368059 -2.1278652128165875e-05
30.85612704262065 0.9510498061941841 -0.00024161533297476027
31.712384949515503 0.8055876909355826 0.0001880628067210801
30.897566475147453 0.8625047128633729 0.00011032399427092379
31.0420273060806 0.806967208707011 4.875970563629852e-05
30.960710042866847 0.8253253895456543 8.336052923951922e-05
31.741207249322272 0.850604521379571 5.926867478745672e-05
31.865988555319195 0.9969026542889866 1.7859539786724277e-05
31.086828965245946 0.832583215783367 -0.00015285044427540195
31.181458213698534 0.8426739122887991 -0.0002214820558735162
31.050674504931635 0.9138742964807229 -8.959542733825705e-05
31.353058855147395 0.7788118580509159 0.00019748366590807183
30.91919757010681 0.9829167178628151 7.438986288667179e-05
31.09406401166582 0.7889027418416942 -6.261856487107257e-05
30.986399343279363 0.8161064194221721 1.5152399650209024e-05
31.188502449081554 0.8695695875917391 -0.00021250153776684899
30.93493528007511 0.9267605121697127 4.935177563884617e-05
31.70624283059728 0.8707694923144369 6.771490914976401e-05
31.518830205134563 0.8637137462219662 0.00010645391595865485
