mass_ratio chirp_mass luminosity_distance dec ra theta_jn psi chi_1 chi_2 geocent_time
0.5979216972674113 26.180873382171825 465.4436273880344 -0.7593479082754945 0.7784963004641273 0.8692664301450356 2.830725205960419 -0.03728375088590062 0.018280599082714608 1186741861.5329318
0.8464709120606464 27.244281079929277 928.4566382406438 -0.22308371849455322 0.7451412943055554 2.7588242416446795 1.8328359843591557 -0.15601760374366902 0.36818801794937256 1186741861.5435038
0.8586377757326349 26.77046682847538 573.979164109777 -0.6330085857595187 0.8545986440126424 0.9044487702849403 0.8394043391282722 0.0588462695291434 0.03056449030966586 1186741861.535593
0.9212449125011063 24.79896414402635 494.2213859713806 -0.8570572750484257 0.8250857920248224 0.8015364552709301 1.0985018155491224 -0.007770170842433662 -0.27218227697869257 1186741861.531326
0.6714194417744115 26.19462902051157 502.3454649282099 -0.8206231411004141 0.7916125274400445 0.7780452819534358 0.46407266584500856 -0.008020049868302851 -0.029482044890209436 1186741861.5314436
0.4285452501485066 26.24218367136801 560.3277489210391 -0.7314686784098527 0.83025141892671 0.569452910528969 1.343441959484026 0.0755748295536974 0.2504242534408254 1186741861.5335922
0.6979832759345956 26.371400153745903 412.43675570111947 -0.7114397854871367 0.8128536850681181 1.1199344479813111 1.6984638588596754 0.15319588881841362 -0.16530713841438177 1186741861.534423
0.8531395614867385 26.50833397950001 638.3844188493896 -0.8127376247031096 0.7926599104328282 0.5067748913447285 2.389010185313183 -0.008601735794385236 -0.05655633159245047 1186741861.5323386
0.7104223263073912 27.47868767000932 388.90191995151235 -0.7999316186228242 0.7753279387780437 1.3559928227761684 2.6329211517095796 0.004706914034460643 0.42317911470785635 1186741861.5338857
0.998729978723326 25.86432132060741 495.96146339993163 -0.7557395087988106 0.8381779764835872 0.8117386192698174 2.7934661813295656 -0.02865444618741686 0.019027540393290066 1186741861.5336545
0.6557216825614403 27.410122196537408 565.8970439127785 -0.7808416870245567 0.7874136603389882 0.7489494573422578 3.073082468338908 0.012180464816023081 0.3185993239547953 1186741861.533016
0.968617293271682 27.907057390095982 491.85293832618004 -0.7481851153927803 0.8367768449614696 0.8274522392595933 3.091957108817463 0.06553614348544541 0.2636881076830651 1186741861.534049
0.94372475143984 27.084946820934633 532.2724496639754 -0.7567507482528115 0.8337581801759227 0.9396973320928227 0.7003556627354868 -0.0385004692485094 0.19296338630119284 1186741861.5339253
0.9805039505360651 26.82411478150493 539.7348476186619 -0.7153435469536071 0.8406875901582627 0.9148254813295537 2.5687678873577324 -0.005437481013112922 0.03419110993539869 1186741861.5338855
0.7931945810836452 26.960882660853958 539.6871601603441 -0.8477931050943445 0.7690293238271275 0.4188662964658983 0.4377387009862702 -0.013026989479366693 0.14719376304895582 1186741861.5319455
0.5861741108438255 27.358045320740366 674.8620235123507 -0.7235513218644005 0.843963212608397 0.5275688928551192 2.069791948007082 0.23591051437032423 -0.01082429134047773 1186741861.5340452
0.674055864245584 26.97560304920807 446.018385641848 -0.8041794652378227 0.8214140645560165 0.8817115825701289 1.1696500108822543 0.011831654707624126 0.1217760444534024 1186741861.5321248
