mu sigma
2.9764186136931903 4.028447867853144
2.889116983807667 3.9693058719627787
2.8800956059489726 3.9815039614835417
2.961250924735226 4.034802241254775
2.9983751264423084 3.9991876537127236
2.8941391313037386 4.025065211282861
2.877282830491165 3.990951690776465
2.88078798135881 3.980218144588965
2.9053532840659995 3.9587583197717766
2.9960963441976443 4.007328920864025
2.8770576981860807 3.9945677006690743
2.981595699158144 3.9653727199392264
2.9557211588021866 4.03607556267173
2.99692148507557 3.985627491789745
2.884531300062042 4.015560710603031
2.901277514268668 3.9609506946953927
2.9596530221573647 3.955167112933103
2.9863661228446805 4.020671491743285
2.9959064359836605 3.9832027206305947
2.9877257030147657 3.970958855636569
2.962765928148757 4.034040440931398
2.8920354105401835 3.96718649157531
2.9971295110369334 3.9870874033217145
2.952415847745844 4.036467353546699
2.9541067612642276 4.036151060645419
2.9873827295063418 3.9708416934705526
2.998116631757757 3.9951778547878254
2.991516468473669 4.014492352625887
2.996454721919015 3.985308510004134
2.9815777685398084 3.965824065401936
2.913873462939151 3.95602239051322
2.9845643211275257 3.968329770603787
2.9023687859819 4.029454778191586
2.996618818069536 3.9865811243818055
2.993953744724544 3.9801199391733166
2.997821568087113 3.994798967713562
2.9295720272604617 4.0370742502697246
2.994342565938466 3.9811171863264008
2.89499434751656 4.0247328006888585
2.952916175516613 3.9541075020949545
2.972699091523258 3.9606899315396045
2.9180182119935196 3.9551208867224066
2.9973947633500653 3.999178968476
2.9345959058214444 4.037326367421751
2.9228751250326965 4.036024863767546
2.9956927093217156 3.9845945263804334
2.9286011490710924 3.953318663126071
2.9575413418032257 3.9552020317747862
2.911180911999546 4.032857506382286
2.9292790775866164 3.9533365597687875
2.906720376566642 4.031069135260565
2.9859708417382573 3.9703112447027644
2.9167839709291017 4.034500476732704
2.879970591623069 4.005238832440208
2.9895682818270357 4.015921777280635
2.8927920309752992 4.0226250862079285
2.9047960987305372 3.9601457162925806
2.983587462920318 4.021896737368157
2.9900106020196 4.015162758089898
2.9342434310956267 4.036967608512388
2.9077804764729853 3.9588803090688405
2.9963878056980944 4.001832595491825
2.9953780549140725 3.9850512481297393
2.941042456998452 4.036927825503915
2.9892244948471918 4.015979772733608
2.973170775751202 4.028627576383052
2.8854785700459376 3.9756149473142632
2.9754014255749333 4.027359893030695
2.994654587195269 4.006194436292965
2.889997015346423 4.019461966843883
2.9054914874610023 3.9602456610744126
2.9148203686225056 4.033422186207572
2.8950373409162373 4.023727524398112
2.897210559018216 4.025152502217319
2.9529591542996974 3.9549401299481817
2.936289472120092 4.036562274233359
2.988100029103886 3.9738441384184204
2.983540451794131 3.9692125374102467
2.949060522635414 4.035622443701213
2.9948212098739244 3.9860444397289996
2.9727052899228696 4.028225588539226
2.9869027558818213 4.017450386885805
2.9947500257037776 3.9861245650166985
2.8899684124152047 3.9715785112542745
2.984408852480107 4.019825684463945
2.8800694872557866 4.00058478393707
2.974233461800831 4.027217584227961
2.882480219078785 4.007930740723577
2.912499418398827 4.032125416977945
2.8796557789393136 3.996363090652239
2.994506360518232 3.985917563278925
2.923783104635258 3.9551389644426593
2.920400216164529 3.9558181426233245
2.920853420632361 4.034371548797322
2.9559715446920705 3.9560198684194607
2.9240035723317437 3.955187443993476
2.8822458435490033 3.983263111407706
2.8953235940973174 3.9671746938404686
2.8930808088211366 4.021195587655107
2.9938989615749763 3.984798190239216
2.894549312690252 4.0223196770963
2.976747309289582 4.0253903708359235
2.884461838375984 4.011038228504622
2.8874731212462534 4.015329401764303
2.9933660061431477 3.9836281451450932
2.8969235405436167 4.024058046802523
2.9809425407337073 3.967821270959795
2.913144381049057 4.032069094698608
2.994656218255729 4.002640174002384
2.9097305314669564 3.9593214708231876
2.9446061562680126 3.9544517364253573
2.8898392714308745 4.017850300213202
2.9841341963457353 3.970715761858392
2.8837548012269067 4.009473122471442
2.9721144481324915 4.0279091503867654
2.978514213026136 3.9661379385252116
2.985285323933489 4.018278938790801
2.964388956057587 4.031229400059316
2.9536450535104453 3.955882645956062
2.9836909677708507 3.9704559530524226
2.989948322475009 4.012413965684857
2.884709144705865 3.979371425699628
2.9140997978883396 3.957961886135712
2.9548489709304966 3.9561912319377472
2.9068649022998154 4.029326936688788
2.8879425251335427 3.9748714713277398
2.9424878343173164 4.035483060234504
2.8806521660692668 3.9986257498513784
2.9540696371095527 3.9561823076003577
2.9383700873881975 4.035558278543458
2.8849107471980444 4.010635471123386
2.8868216469333126 3.9766617892364664
2.989228101384011 3.977374733968481
2.990358485415313 4.011053243317421
2.974310901300961 3.9639451136635917
2.8808895802027927 3.9988398469619977
2.880767983295864 3.993689781087842
2.880748618081976 3.9959230741607
2.9205206807037642 3.9565924683318854
2.8819438571613976 3.986975678743537
2.985479835778585 3.972954677173515
2.8916506722495705 4.018678553287167
2.9385500825712434 3.954782431394012
2.9199399917911784 3.956824928878731
2.963310828898142 4.0309998645549125
2.883354695201451 4.006578739375578
2.881127498474222 3.992548818707244
2.9942106172148115 3.9995722596897716
2.9245139039422026 4.034056286376169
2.9586621361140213 4.032354331345357
2.948082043685443 3.955600344376135
2.882679543395479 4.004483255211271
2.929138225228283 4.034572462853358
2.9578990364425426 4.0324398264844055
2.9224288079060665 4.033522483927092
2.894434526313589 4.0207369763666705
2.9202855142308035 4.033058175667873
2.982605893852589 3.970704392993845
2.8869632930355826 4.0124628767557216
2.9874828879799114 4.014041730195252
2.9915192043706136 4.007365831834772
2.992596203474041 4.004558840031493
2.905506768448816 3.962382928464323
2.96048284631489 3.9585489876089524
2.9142996880794243 4.031262241101963
2.8815354547680894 3.997055058398673
2.9936237068011873 3.9898420228947207
2.9069799062745765 3.9617437380832543
2.9256614605698767 3.956167605883667
2.8903301618056916 3.9737648328697177
2.893057740545202 3.9709953415282544
2.928418693442753 3.9558367338130522
2.916214209675257 3.9583367154192484
2.9920932432180876 4.005282378242633
2.9676841507065226 3.961421163014452
2.9251927292618136 3.956352806069312
2.883012058275201 3.9865400879812207
2.9086000150309435 3.961225744385872
2.9003340683560825 4.02450090877101
2.9787134896192153 3.9680032595001338
2.9760518724413894 4.023995332340481
2.987556060375849 3.9769530709458434
2.8859188262343065 4.009857736573404
2.9798356539115263 3.969021213402968
2.931440495014405 3.9558470936894956
2.9079417829182685 4.028276722204255
2.983178285446745 3.972251622644059
2.906694151354025 4.027652589037723
2.9541459716948997 3.9574286804548238
2.892419606065968 3.9723485971915324
2.92712871795704 3.9564455422730047
2.8852686725155507 4.007577497313168
2.939482060627508 3.9558495553860027
2.9709376425912253 4.026441095349763
2.9680816803660277 4.0278409920853395
2.9697388250250834 4.027032164955826
2.9046473746973973 3.9636920802908095
2.917785378833144 3.9585307678959363
2.9870445433725794 3.977177911251678
2.933736605894497 3.9559965465865328
2.969257362723888 3.962881838580459
2.9124495122911243 4.0297596899316845
2.8837772972047415 3.9871267599898004
2.936136190582201 4.034006700352842
2.9017493127637275 3.9655349840527254
2.8957952393646464 3.970042100424007
2.939054662757009 4.033799581753744
2.9506389846727914 4.032733255865044
2.8838595306033183 4.002000276265143
2.892706916861289 3.9730368007197754
2.940856027025016 3.956324778039053
2.9857573254395104 3.9763354380989364
2.9918224480004385 4.001492333824598
2.932320857757552 3.956477678230042
2.9678053528248505 4.027430577081748
2.9117937930589126 4.0290526771313395
2.8899174407240436 4.013738327822022
2.9866438194109546 4.012462522739745
2.8948658960618805 4.018995334450059
2.9632471824528928 3.9608488107032027
2.9907828685367837 4.004444193092525
2.9296948031063796 4.033179793097735
2.898189748093316 3.968517475171299
2.943039120026629 4.0334128239951275
2.9874325034557128 4.011004456107524
2.9922808960732534 3.9937700020160656
2.9788601489579025 4.020391550941217
2.9809081681290976 3.971478237545822
2.963178079046293 4.029095858395051
2.9148165694158488 3.9601129750498694
2.929274730222641 3.9570119823593575
2.9504776948860405 3.9576104783435335
2.981936475153928 4.017528146926422
2.925473496369038 4.032440368091051
2.986552761209011 4.012032497079059
2.992137658744291 3.9947054627293603
2.907448726780269 3.963163230036226
2.912909970464599 3.9609603716805113
2.9643236397840926 3.961581442267288
2.9918898019858577 3.9968641144728876
2.8864682434675655 3.9829402074708415
2.93624655481631 3.9568138997088953
2.9845445025329638 4.0141892834634305
2.9854394686070402 4.013024514458684
2.9419305138138223 3.9569476718822045
2.890452487797843 4.013370847391877
2.8847819606896046 3.988003790950698
2.8889389377601864 4.011158716084899
2.927741996565705 3.9575672661750474
2.88391856357946 3.99534341535801
2.899507262375836 3.968311712428805
2.976047251345127 4.021759808011799
2.977033566892842 4.0209883907305315
2.8910717070738405 3.9763219207746987
2.8925287996629705 3.9746265748467504
2.987252278396575 3.9802904663438436
2.946022852374284 4.032494724013357
2.8876836805555968 4.008520596201764
2.884398491182893 3.9917128091018523
2.982402452164089 3.974017977298676
2.9718699487849705 3.9657732736893707
2.89397550555963 4.016820173779169
2.964722866152889 4.027764234208232
2.9144843924991806 3.9609176365111654
2.930996057723134 3.9575240294452403
2.9506350241488195 4.031642603113617
2.907471778197305 4.026061364068733
2.990354373045749 3.988528258706409
2.9909614591386284 3.9918612104795557
2.9734147340989563 4.023105329228626
2.9886934124576876 3.9837923213589814
2.909913215004067 3.962891559487577
2.9501664944968957 4.031664172635996
2.888948084336413 3.979993584705465
2.96316020893208 4.028105334577291
2.9717947738572685 4.0239335866435635
2.918123808334887 4.029924114426075
2.8852749741913986 4.000619852848821
2.888775460987873 4.009488833470965
2.891812713201485 3.9763384028461433
2.947279840743804 4.031886251144835
2.9011173729028887 3.9679817282590046
2.948893679549024 4.03160453044374
2.88491156249364 3.99481031158993
2.8894171293155875 4.010142936613908
2.987630511902228 4.007591797196659
2.9636296379047335 4.02759405874976
2.954871608776781 3.959660468906883
2.886156895364405 3.9872918918173155
2.886018457271825 3.9878202089590387
2.9067731211857817 3.9648616285664557
2.962747983436655 3.9622117342745167
2.9307621653246407 4.031870966323265
2.8856409924481614 3.9901695607885386
2.9656104901965 3.9634336086662856
2.949326291678692 4.031257707440107
2.8852707011886043 3.9962358854105977
2.922425699653499 3.959463291412886
2.9642438244523976 4.027062986659336
2.885381264083742 3.9935966406489003
2.891245940917841 4.012118100414093
2.9858460546290377 3.9801852939982663
2.9779334431354396 3.971168096757418
2.990188107503956 3.9935952050396333
2.923341630562067 3.9593717093262
2.888001762511511 4.006565788333046
2.9148028528196908 4.028277569398936
2.975618746262726 4.0205652912864345
2.934283143258996 3.958108582874173
2.9471917673530665 4.031341300801518
2.990032473595294 3.993824872151286
2.989919737263898 3.997382675741699
2.9255975723575167 4.030883052245819
2.9355702137744 4.031858048003594
2.9131402162980757 4.027486766312597
2.923377569178495 3.9595839158509456
2.904396052214231 4.023272916344769
2.9436181976521465 4.03159254023258
2.951829001182867 4.030461436395608
2.901538978960666 4.021405878259586
2.8920499948896587 3.977530722242822
2.8859882244443917 3.9980669816398535
2.987717073928249 3.984894136147397
2.9860604372065263 4.008586755344532
2.899278203756025 4.019562813348793
2.9383199991932534 3.9583179149889847
2.8890511044521174 4.00750821678254
2.9183371730254666 4.028963025969847
2.9839501241243167 4.011684936342302
2.8923808499337893 4.012557724966158
2.8861615238487257 3.9936545143493407
2.8891696925804022 3.9827283235482716
2.9042103254307454 3.967263920071386
2.9109988567247527 4.026206888082939
2.9097187094887564 3.9643613174520507
2.8988564755303847 4.018963994586492
2.9173775054722566 3.961486622000577
2.9469868119738454 4.030859998279419
2.8885357161188208 3.984287625644718
2.951636547004744 4.030098291157198
2.9885686331552224 4.001344734257744
2.9446182021521246 3.9588587283607524
2.9571156161201024 4.028724505496993
2.9002700896179947 3.9701726331913982
2.9854882511787646 4.00851299844784
2.9645251153434726 4.025981229224976
2.9651553964369888 3.9642891929485553
2.962637760573104 3.963318975838754
2.904104478886503 4.022205097863841
2.893374181846566 3.9772088067009954
2.9165093532435042 4.027788943426915
2.9888366788744305 3.994254085325472
2.987468533518868 3.9868199505865003
2.8913057638858546 4.00982583963308
2.9228131454157773 4.029419693243781
2.887462035265163 4.00062229203905
2.970050178626673 4.022894521585357
2.988688728402491 3.99663250901373
2.8994528255607803 3.9713695858287785
2.988516322916664 3.9929233323811077
2.964541119460758 4.02548988529543
2.8871790522828715 3.993033253388894
2.964556585138054 3.9645300076734453
2.987133822575876 3.98676815522377
2.9864765040679786 4.004902735319754
2.9313966775370073 4.030462887344869
2.8972002248943314 4.016329048669826
2.9146675407532383 3.9631824974326806
2.9880113987684793 3.9907451307172677
2.888092080849891 3.9884751370122267
2.9637826016023876 4.025655746868086
2.9061796007113627 4.0228600706956845
2.8873112936030902 3.9938144461334812
2.987993298655312 3.9909636648788798
2.9876900016894825 3.989403496467649
2.888474589123098 3.9873476976355278
2.9497426926761294 4.029670046861874
2.9882809075743717 3.994871575342698
2.8982595055267453 4.017169143195299
2.9837217485199723 4.00980384318212
2.9879544852690154 3.9987945943760472
2.9719690435265806 3.9687628035992435
2.982549919057222 3.9786062174275205
2.9412319777522318 4.030512755152346
2.9650881081608453 4.024912952229328
2.887493952085647 3.9964627150934557
2.9487938170552903 4.029713935101581
2.9864753981179355 3.985920671237997
2.888138698205352 3.989329914725629
2.91361789296035 3.963792271003937
2.9872848527112423 3.988627220823976
2.887718562058966 3.992043933943174
2.9099595039229564 3.965398729512024
2.9879858840944813 3.996913638268377
2.9541881988519867 4.028536828183432
2.896009467529865 4.01467548364772
2.9528655378499087 3.9611282732867514
2.935057561416471 4.030358690227736
2.8883445160994774 3.9892659819873098
2.9130255994054997 3.9641693314574904
2.957550816489859 4.0275142067301095
2.887816863615579 3.997004572187568
2.984742998663084 4.007320339876185
2.896124096420265 3.975395636936444
2.9156760620526394 4.02666251521569
2.9305717840738623 4.0299138860182655
2.9032195104498193 3.969501288370814
2.9614367016209897 3.96385445592922
2.899268635955297 4.0174460378935395
2.9722139344214256 3.969402994151894
2.936984251539438 4.030217190475459
2.9242570589347405 3.961076676298603
2.8992652779396137 4.0172658000274035
2.9569478486886682 3.9624907132425595
2.9688521608053793 4.022460027864208
2.980749778958355 4.012725088804367
2.910018951355072 4.0240879052022285
2.975080373417484 3.9718177339488103
2.897538949781679 4.015477479375489
2.9821742527917388 4.010665450945866
2.889446589885314 4.002640216219862
2.9347636034628515 3.9599940281194144
2.911905661115738 4.024776161600169
2.889838035873386 3.9865085984522395
2.987058968728002 3.9980163842378786
2.9251239838036076 3.96117589894921
2.964650282403821 3.965621763881564
2.893067593319665 3.980270859522537
2.9614206380798307 4.025588391525243
2.942189631826019 3.9602226894981523
2.9670864623983793 4.023018144856849
2.89457509725118 4.011734779448735
2.9543681860643285 4.027766206133082
2.925579666274505 4.028676871301004
2.888866182880674 3.9913524001854195
2.899841145938798 3.9728575984685706
2.9226190601777056 3.9619145679577326
2.9341830006177814 3.9603105656713926
2.8940887771851505 4.010831990911706
2.9708671324514 3.9692876538600004
2.8988893809974754 4.016174897079103
2.9019960021573814 4.0187117458523085
2.8923680542262113 4.007922367968875
2.986754550194688 3.9958132881743733
2.9249772874284496 4.028356956190802
2.8910188462549518 3.98487126813757
2.959896089111527 4.025826512830607
2.977694891849436 3.9749791867362894
2.898171775400249 4.015122671624561
2.899074413949154 3.9739920997026927
2.9733715644819587 4.018592218989088
2.906099557792727 4.02114316722831
2.889849225331656 3.9888819055760925
2.89497427189003 4.011360913915504
2.9790511263224593 4.0132798943828485
2.8909275271233374 3.9856898510003296
2.914225452475028 4.024995154517034
2.9465766190000107 3.961168472474051
2.9750759828449453 4.016947096251756
2.9176291238904706 4.026121576335923
2.9727319363927798 3.9712027189314076
2.9382852516716182 3.9606843374477623
2.9042815484422735 3.970264532561622
2.985966218718759 3.998130555717076
2.8903193268025795 3.9886003981641913
2.9240453116747522 4.027708529461541
2.90079887434455 4.016930415360709
2.9271661275112377 3.9616343777450833
2.9106654420866427 4.023146947112275
2.9367734438417203 4.0290307646412
2.9001790403825822 3.973654078143562
2.896599623798571 4.01264478579635
2.894284486664521 3.9803602267280667
2.911943213493849 4.023641726004579
2.8987601312229136 4.014834433441355
2.893091662939979 4.007499356724768
2.909557260368377 4.022466270499075
2.898076653288999 4.0141055227975055
2.9126807430018293 4.023910916983528
2.9513829168263794 3.9623617477525963
2.9210080411970587 4.026753469573161
2.977968229832722 3.976412446908719
2.9660583875661044 3.967557606351849
2.985618219781826 3.992446816397461
2.9544352037587536 3.9631551141586554
2.973705761371675 3.972521393355646
2.893483916141835 3.982114061307249
2.8899304566519395 3.9959636512733105
2.9398947269787334 3.9611399350736893
2.8962222205134456 4.011642369336971
2.982875376431657 3.9839535464350693
2.9312319224199483 4.028326118035131
2.9476319364860695 4.027900802667348
2.9843759501479146 3.9879370480929452
2.9592218361722047 3.9649049380025425
2.9735095049551825 4.017194955789724
2.9291519399874293 4.0279833135730385
2.8964973242709107 4.0115742401411065
2.894922288424339 4.009369918077296
2.89671000232301 3.978181536642344
2.9780996225845984 4.012699121481711
2.8905023172961606 3.9923680672895916
2.9679426188211573 3.9690567978501887
2.984981021328082 3.9916339811258523
2.962222432201373 4.023614922493039
2.8963046111929835 4.011032169900758
2.982009354938228 3.9830674227571485
2.9102467316627303 3.9677803635376097
2.984860645370277 3.992007722885387
2.98318378196626 4.004093110303602
2.978358967413448 3.9780185997511284
2.920173994502085 3.964055002570048
2.9781839947179827 3.977841756569447
2.9703781379542695 4.0189625122800585
2.9565487293151533 3.9644540258773002
2.890976708975649 3.997830213342021
2.903702699756518 4.01779612983653
2.8947685662391858 3.9816821374525277
2.920332711388367 3.9641222642341734
2.981889848465753 3.9835969201514883
2.9642274394974297 3.9675286117448465
2.9828828867333184 3.9858213592408602
2.907705687556976 4.020374651655326
2.89289454705113 4.004446966254417
2.9083793915635563 4.0207390176070215
2.9510838814197022 3.9631608411005197
2.977478870243681 4.012582756466661
2.931737322731476 3.9620943447672063
2.983519560325651 4.002099438259383
2.969214306173212 4.019476954041479
2.896381260480361 4.010233336508443
2.9538882702719906 3.963965403765672
2.948773615146754 3.962866547863206
2.9613857570989754 4.023381045891333
2.96899143729397 3.9704831507567033
2.957270277407039 4.0248559549656076
2.975547473427201 4.014227788282426
2.980615745129047 3.982043699570122
2.981716845929379 4.005752327616869
2.89729862718307 3.978834848917781
2.9300771944600745 4.027301100388698
2.9695666360937665 4.018889941245894
2.9004043323283084 3.975532056210924
2.9485321814971197 3.9630190848591913
2.9834239676015706 4.0007621736916805
2.9199733297207993 4.025168913020073
2.898489839006177 4.012281021154269
2.934395693189461 3.9622777468132124
2.9148132027651945 4.023332433354299
2.9097048318909207 3.968973915653602
2.978914234199065 4.009823140937217
2.956801021202176 3.965190276514055
2.9211133542079573 3.9645128631685433
2.9797062321207384 3.981319800739045
2.9221060182279834 3.9642611464334703
2.9606370840563176 3.9666582266279846
2.9528621930433268 4.025654400272048
2.91894220114374 4.024569150381364
2.9743513975606213 3.975260073527628
2.947749550171936 4.0265834658736726
2.905632188282372 4.018052769981755
2.9097088860438474 3.9693101801974118
2.9105018719173876 3.9689144049729865
2.97667568110091 3.9777990732477546
2.9802024992021323 3.982686223615006
2.9794646343140214 4.008424024097957
2.892917969800957 4.001410291485606
2.9195194384243948 4.024621409722828
2.8951354880463844 3.9832499687706706
2.9675433292013547 3.9703392221063365
2.892310019509035 3.9984298671074003
2.9035802583230454 4.016390416604737
2.9578715847960657 4.0239741653414605
2.9529778816778514 4.025414261259278
2.9115314790485476 4.0213504511846905
2.8978970894866958 4.010657359976396
2.922027082560959 4.02522788719899
2.980833627587332 3.984141844260126
2.9730733508705987 3.9744503216314158
2.945812570259152 4.026696530835213
2.892228025217002 3.9965550414490236
2.934728748245787 4.0271053715869085
2.908714924717291 4.019771404792055
2.9749475631313875 3.9762544084806537
2.9504934340695477 3.9639612598890994
2.895467658962889 3.9830872777829116
2.9415517624187473 4.026873648617696
2.9089335394588516 4.019651438970829
2.9781729419433045 3.9803563838486418
2.983056843476133 3.9930722247953594
2.933899741004953 3.962994715126306
2.8987717169682288 4.01113649701398
2.9485057648748727 4.0260014396120605
2.9817874347442466 3.9875235550415127
2.9528812121974894 3.9647773020304107
2.893214410408729 3.98967326145855
2.9806544587633494 4.005116791949329
2.894529950221613 4.004091038349914
2.9014821252122793 3.9759818668400464
2.9363836977628117 3.9630095459187364
2.9668352623616405 3.970490608879814
2.9273844475056294 3.963867838149378
2.9016963854460416 4.0140425516817855
2.9513787640252342 3.964512699260441
2.9459329964746295 4.026271945759995
2.980244314474662 4.005692444633884
2.89859812107162 4.0106081978294235
2.894832255682727 4.0044427467162516
2.9218748756434354 3.9651772499316245
2.963508880268137 3.968860856655537
2.9054975540190164 3.97291265162049
2.9740016456036127 3.976205560328045
2.981693961348737 3.9885232272755635
2.943691936665098 4.0263162518064775
2.9710941738910086 4.016104831933603
2.9658702170001416 3.9703577864291377
2.9814529183625904 3.9883194268976374
2.89422388779999 3.9881215608255487
2.895263394129306 4.004492532268367
2.9115915633627534 3.969395699138941
2.8981621329753517 4.009403420171937
2.899882661932038 3.9783575948165013
2.9790171530314447 4.006922761298578
2.8937869719871854 3.990057538098341
2.8958125716907364 3.9844158882840155
2.8932686129453975 3.9946130245522857
2.9234595511985795 4.024676256925369
2.9083542810244714 3.9713998700905973
2.9368451919734477 4.026306196668051
2.917991392948034 3.9668372216323258
2.971789554438396 4.0150791594112984
2.9299844500464047 4.025737997131658
2.9738759826003953 4.013093156251497
2.9374664761385687 4.026211672401219
2.9658014762521043 4.019155694651689
2.9743550284603066 4.012517196021198
2.9120306663776283 4.020292225069087
2.9170643722240532 3.9673497248311076
2.9193180018524783 3.9665740475451576
2.9246474871034023 4.024672302720176
2.8939814419619343 3.9981895605177127
2.9368434007627027 4.026053488033913
2.9793693973080875 3.9846662367716092
2.9609293967380856 4.021408202735092
2.8941682865906864 3.9911466905782285
2.952470873865844 3.965607183742935
2.894061930280045 3.9923786154532777
2.900954760986361 3.9781000314476795
2.9279316149777963 4.025072620468306
2.965051429033338 3.970703092741012
2.960375248199923 4.021416832175096
2.8980608350378385 4.007865978754305
2.9089524556851547 4.018163489324333
2.898044207886381 4.0077961065833305
2.9041351325513687 3.975198832232226
2.976417104140407 4.009337417423661
2.8946376435172514 3.999401463013246
2.8949497314728765 4.000711238972936
2.933356449071332 3.9642148379326656
2.8956753636319164 3.9871565071896846
2.9791608175546536 4.004519474173797
2.977150996917159 4.0080083239019055
2.9714242778607094 4.014371810096068
2.9091069133953495 3.97189889039118
2.9806366002703943 3.9903018837755915
2.9056868277580423 4.015472975127546
2.9807388668069694 3.9988708540794904
2.9759762340373226 3.9804846445145516
2.898845639228418 3.9816398278831584
2.9023219034909937 4.0122769908353915
2.9351218287514067 3.9644621021616935
2.9369337007058287 4.025345230049478
2.9014234220165984 4.0111879503046595
2.9240657892389263 3.966055676843363
2.9662444651178737 3.9720964425832035
2.9766516460909727 3.9818905640374638
2.9066623397946745 3.973961870728181
2.9212930739646343 3.9668450595420484
2.971791771222433 3.9763289213288115
2.968298769857733 3.9735101017692265
2.9474506480175435 4.024483307036518
2.9633207049935817 3.9706094366068374
2.9760566358020233 3.981364191407496
2.956834310554907 4.0219916200193
2.9183989154755534 3.9679746324385463
2.901220711434098 3.9793223159361633
2.896463683666255 3.987403055846043
2.8995660055216477 3.981583682559875
2.9273688345607862 4.024120882706174
2.8994640687007305 4.008083622215084
2.8979130059167932 4.00543861249081
2.9680334013909366 3.9737495922327004
2.9052702242107955 4.014270242621827
2.9066661757263863 4.015313195834976
2.9699633199038904 3.9754073097897926
2.9306202279751155 3.965396205412883
2.917923454455111 4.021312982469879
2.9088272265962027 3.973110987200385
2.8999685291510104 4.008262783455999
2.9482598914210527 4.023837952267416
2.979400161657386 3.9897735663333522
2.9660554897553295 4.017088596700589
2.918708868518779 3.968310331622105
2.9762415983924972 4.007157678450108
2.9734127705655617 3.9789731048775154
2.9145996296465135 3.9700902527342077
2.9204898185009287 3.96783171807611
2.8971551444151107 4.002176391464567
2.9758664124534375 4.007326081018675
2.904257188451078 3.977143462160588
2.979327077961828 3.9986107593085234
2.8990161045703298 3.9838176917457577
2.896552936716496 3.990014790072979
2.9333498307735155 4.0242821439481
2.9615366204836855 3.9706175090646005
2.9783123562731904 3.9880857766126065
2.945919897002059 3.966041617793885
2.9573202524172464 4.020729234759958
2.9533069925958104 3.9677181315447902
2.950500356563677 3.967014413852622
2.9054792269986542 3.9766555320147647
2.9571587109291917 4.020720800998749
2.929101290290485 4.023437794626601
2.9468663496721654 4.023373243628262
2.942632517271251 4.023877302178104
2.931301069956575 4.023704440677402
2.959699036596644 4.019621509964829
2.914099938866338 4.01877178728855
2.968022872404676 4.014737394892417
2.9697690084528583 3.9764990386905836
2.9618834555385805 3.9712577355939036
2.899233857838685 3.9846917823452155
2.902380031061711 3.9800563091061276
2.9646184220279754 3.9728110873186155
2.904361140237966 4.011703494697047
2.92261512255842 3.9679471122286407
2.9704416012470585 3.977396604034294
2.9768151041979554 4.003726914696317
2.89932451022471 4.004803384764357
2.92920852479402 3.966570024351687
2.973121847941389 4.0095498250781025
2.96328263425017 3.9722693805517064
2.9416054602239017 4.02365492012959
2.9775175495045336 3.988082975037403
2.9307236971498183 3.966425370496163
2.902604148279609 3.9802855684028033
2.962589351080352 3.9719573239872035
2.9760257292997254 3.9847867059863322
2.9185561142810568 3.969456782311354
2.9785455886925383 3.9939470063237863
2.9005546791361763 4.006559438340804
2.9081530809118594 3.975144323782681
2.932208165419692 3.9663584157396232
2.9265310815427874 3.9672564290802774
2.920778717273305 4.02098199306386
2.907606460798725 4.014113455940299
2.89743624981015 3.998125672174454
2.9519358484146965 3.96794447492797
2.9217065107861866 3.968509774480224
2.9374500021058045 3.9661719868319145
2.9693940242070775 3.9768915412445383
2.9265230299782923 3.9673447349226048
2.9250777257194382 3.9676764078500653
2.9182236968806614 4.019955724655302
2.9613247459400247 3.971605332882404
2.8995967018863142 4.004201709923944
2.9022715077344503 3.981327642215378
2.89806003284415 3.9899482510710365
2.947826555003469 4.0225136620716455
2.9555125456739795 4.020512068782064
2.9042221980990646 3.979107853129396
2.913994233033236 3.9718809115849805
2.9174746695750193 3.9702699489339555
2.9202270921408564 4.020475208258078
2.931526899354004 3.966766661485892
2.9659457857811455 4.01522109911885
2.898286765387379 4.000159781984937
2.9549116569873406 3.9691677347648517
2.8980062703215936 3.991025478703711
2.8977757822652315 3.9971888778970976
2.9538434311330364 4.020890196205039
2.941798906009818 4.023104106917201
2.9382186897948186 4.023203708200292
2.976740936190488 3.9883332762250925
2.9425857339955916 4.022949161997394
2.975904517542096 4.003467014957614
2.9247624119823046 4.021585363144313
2.908501471902256 4.014076974968517
2.9731013801738277 3.9816880434367983
2.9481675577209088 3.9676019185532785
2.901823545074836 3.9826935957343284
2.9021322827140312 3.982264447328656
2.9658354120760344 3.974855688806782
2.935984233319726 4.023000008752481
2.9720950397538575 4.009199871586859
2.9076994614755143 4.013285705362947
2.9672769624777717 3.9759882790525323
2.959982445674752 4.018191307866203
2.930593244904873 3.9672450882365338
2.9530983173556553 3.968985566667684
2.9708240302793305 3.9793532641918716
2.9292536513348573 3.967496776418122
2.9765155154822103 4.00091236020663
2.9588526906546035 3.9711309100378758
2.899533535966377 3.9877553836500175
2.9172037177642647 3.970984225297718
2.9420078846581625 4.0226742181260216
2.956206984254035 3.970119514794248
2.903255138245728 4.008463212413834
2.913366660573724 3.9729251366433838
2.963601733736756 4.016036636092438
2.944590132108702 3.9673696826015514
2.904040073221773 4.009334468147486
2.9059642638579515 4.0113352061523955
2.9610317179717938 3.9723432779531587
2.898571481188008 3.9976119440304148
2.910873388399776 4.015214952228185
2.920049815393435 3.9700061461750775
2.9017598202493406 4.006023235881081
2.9430857655728477 3.967306456601947
2.9716201488303047 4.0090445011038325
2.9226195489979547 4.020493790187952
2.9666097879913904 3.976023692979295
2.9020340179138326 4.006302978697834
