mu sigma
2.9804404478829287 4.033681519471838
2.8953903875481783 4.03379464093902
2.9330372263959874 4.04390603842043
3.004920094015893 4.006356444838029
2.8788190763553274 3.970093323865342
2.894083926999534 3.957625533831322
2.9538720788901704 3.9478624990931537
3.006344179340154 3.9908770423425115
2.904187923066993 3.952794541809971
2.881412747930095 3.9674334430984453
2.9195374646860985 3.9483238312638087
2.918328458660611 4.041804476014763
2.996948896318709 3.9706031864656017
3.006412630894846 3.9964453106848192
2.957041171508906 4.0417684384139765
2.9853963164536217 3.9603355085403464
2.9979236659732034 4.0184501405680475
2.8813720328998564 4.022669300853185
2.8731921468814776 4.011272080497485
2.9637065749820297 3.9504012131683117
2.9967013836097376 4.01985336299517
2.9387389607291063 3.9468357675730372
2.9612838193658257 3.949810997905168
2.944604169738616 4.0431953842670625
2.9670040291061723 4.038799741600502
3.0045668697053407 4.0051597241135335
2.908857215967033 4.038825221231165
2.967825491653921 4.0383222480718866
2.9534592967103346 4.041944281440346
2.99903688922406 3.9744273527095775
2.9350299471350914 3.947200099167511
2.9794115373934766 4.0331119372400845
2.8743209204439997 4.012182196049374
2.988381725216084 3.9632939567048
3.0043093886077106 3.986075530244481
3.0008158469809176 3.9777060658738304
2.873008109395732 4.009148727646833
2.9869636157843615 4.028115816029985
2.919787907173065 3.9490883106718244
2.9553751618896684 3.9491240473811784
2.901705674489436 4.035486354989144
2.926680447317427 4.042139977386163
2.901456550848316 3.955134747858471
2.9939713682293783 3.9690015326758923
3.0050898285856062 3.994189932846509
2.972908315960801 4.035772407921801
2.8776307247332245 3.974044062226063
3.0024762796765003 3.9823131274266075
2.989881135286108 4.025264492488843
2.8987478587472255 4.033846075846435
2.9526198159057766 3.9488851381120753
2.905770876331029 3.9535187566847503
2.8835765415393206 4.023138047972968
3.002989897469623 4.006368408771193
2.9828194772656937 4.030349794472874
2.9816874630127455 3.9593956377343047
2.8712701743312135 4.000724661042642
2.9075474042348777 4.03742830359485
2.878822129243 4.017647776471031
2.9969044530445736 4.0173381335861045
2.871144167208092 3.992065491233357
2.927238548636834 4.041773373290257
2.873178570913576 3.983478226163459
2.877022144530297 4.014456758773467
2.8957163053353048 4.031649066601263
2.8904955892283906 3.9621680646756436
2.893032110854812 4.029922356485457
2.964983262726066 4.038000276588577
2.8795260058616563 3.9728321886596634
2.9903149918172294 3.966590273116598
2.953251838578938 4.040752591823088
3.0038520570713008 3.9915659390979426
2.996219202917325 4.0172441180508915
2.975357121874422 3.956666625324255
2.890096213473179 4.027564159781498
2.9370180668985957 4.041887178642499
2.8729317430535857 4.00397627392379
2.9210315410023786 4.040298091913946
2.8757242112370247 4.010977651331757
2.9206189743764184 4.040177988395824
2.9011409853145715 3.9564588469038475
2.9790093205845314 4.031543268849378
2.90263619877293 4.034540728702957
2.8758666676420312 3.979464446585566
2.994156209132904 3.9712512598023615
2.902508903006762 3.9559985536685316
2.873580577909707 4.004751855750267
2.989482167016089 3.966622264728281
2.972907123806197 4.0342906936043175
2.9390070003062503 3.9488814992324506
2.8738966252889804 3.9853202796345806
2.8725786385454337 3.998479532800772
2.8873234539644983 4.0245806515443485
2.999727547833044 4.009636884588133
2.90012090381151 3.9575589311709267
2.9360989983448027 3.949063380823264
2.8761430415799465 4.0101111170351125
3.0026929048772555 3.991234158138891
2.9711689051703987 4.0346950696144255
3.0028224063466857 3.9942670826680944
2.8827696782163685 3.9707199204835595
2.8737741349018915 4.003070961048458
3.0010352860328133 3.9848510921699978
2.8876317370694538 3.966110894623958
2.9483714520664286 4.040403052013999
2.912344399256059 3.952980002627528
2.9054803890981074 4.034911257140841
2.8793880451240184 4.015092506898746
2.928217282324916 4.040410113962797
2.9561144000347737 3.9512940421025275
2.931689132767219 3.9496261144027525
2.8787924305674712 3.976546221192994
2.940147344247041 4.040778542946892
2.8732542309371683 3.994262485349288
2.952470925383242 4.039526472890836
2.955630049937664 3.9513454411555915
2.87621482300971 4.0085192714361035
3.000427347690441 3.984666849939848
3.001846161519368 3.9907579882086868
2.920423754096036 4.038930814951239
2.9595376873206143 3.9523352098717233
2.873583264389585 3.99750031955278
3.0004066392771773 4.0055064274120324
3.0019342527032213 3.9973882964260006
2.992067528611136 4.019423769328185
2.8744681503041942 3.9879998553773643
2.936062893332279 3.9498352979129154
2.8772152680535044 3.9805274229424157
2.9314207585433003 3.9500918369433293
2.8963219598988927 3.960703268421091
2.909405767796674 3.9546126124646435
2.890675030750509 3.964607296263851
2.8847097041909135 4.0203649308806275
2.8791450598538217 3.9774288501912602
2.9506396871351397 3.9509494367188793
3.0010522891781664 3.9895260730464455
2.882523076558461 4.017584601255699
2.990883967827413 3.9703371520870903
2.8743909814492703 3.998491901779511
2.937052525218724 4.040075722998816
2.9134366117319055 4.036622806537954
2.8895806089505864 3.965930158266408
2.8745412008930855 3.9911633298018363
2.9344143013047033 3.950280355338495
2.8975210593682412 4.02982745732891
2.9718957430992807 3.9573159040012436
2.9304706781591827 3.950581745130695
2.9143119700506963 4.03674805859481
2.97822424977999 4.029601829272654
2.9687104079042284 3.9560778984486147
2.982224691615172 3.963355320437951
2.8747264040126663 3.9979666009907504
2.9025641430039144 3.9580515095940165
2.9343204202840645 3.9505128424416363
2.9005055158934487 3.9590934025917917
2.945242832862091 4.039437832976232
2.9946189980399973 4.014600101952361
2.9048118485573324 4.03316326434941
2.9872832289335665 4.02283816275788
2.9871378802519284 4.022931049291541
2.9695308627703203 3.9566122061937192
2.8971365198556818 4.029202185258532
2.9252415000541547 4.0387747156490015
2.8898053756375615 3.9663117379915773
2.940622862437514 3.9506175979559908
2.9029811125186726 3.958049937248081
2.891472002539632 3.965029132566465
2.907946128643065 3.95596024836981
2.9083851233132263 4.034456280600144
2.995800618081905 4.012381659948531
2.875719873342304 4.0017038164478835
2.8965419642327985 4.028537090654092
2.8792682641740175 4.0110433693917065
2.99103397418098 3.971782364596272
2.88998215626797 4.023764244235783
2.9792050712838942 4.02835038020254
2.998901791497829 3.9855635723062193
2.9133449532312046 4.0358186776717835
3.0002875035672263 3.9957690373406796
2.9008030601919277 4.0307209209760035
2.8807618897326437 4.013149619938794
2.9248958866316945 4.038291083720883
2.925932894710707 4.038415649499462
2.875647515320652 3.991749961558524
2.8892667491893613 3.967488336463904
2.878892734538524 3.9808490564502224
2.9884310520384694 4.020811118846314
2.9938821913308207 4.014316517189565
2.8798792373933986 3.97907511660353
2.8828306607823784 4.015775865688404
2.998079006591899 4.006096399691605
2.990695757982247 4.018303031421884
2.8854403679583536 3.97149629374883
2.910977439579402 3.955497003670463
2.9394614711375704 3.951215805122037
2.877003219706427 3.9863565523128126
2.881564455512884 3.9766245864645304
2.9995177953510876 3.9912346618500965
2.945688348618068 3.9516591676564965
2.8835011929407988 4.016148813419467
2.9123509839105677 3.9552316436436525
2.971471670764843 4.031823991216377
2.886368448764798 4.019450927568925
2.9589949635177537 3.954038036001812
2.9029090480939668 4.031153847167628
2.98535918207701 3.9673496805512816
2.8924221414848095 3.965681112163156
2.9938335854260787 3.977087287196724
2.8874932730406484 4.020253282764376
2.995781670598048 4.009763137342428
2.967887956396687 4.033067112996306
2.878099119177564 3.9846649083557226
2.8936852861701094 3.9648166242298686
2.963568498769429 4.034556339226333
2.985208539388426 3.967523623765178
2.8774256995378393 3.9874717194561993
2.878273717843954 4.005650841010006
2.9934818667195033 3.976950522780763
2.9659298772819653 3.9565765635712378
2.9809013672439373 3.9643082532665797
2.992009042805843 3.974965784939351
2.876907338151966 3.999230071768868
2.876869711808471 3.998818804639907
2.8923531624022285 4.024059150809077
2.9757987380932214 4.028991601921334
2.984448557954471 3.967205791495126
2.878636756403271 3.984441877350686
2.889366651131845 3.9688572642585007
2.9935189379223197 3.9775315159729194
2.9300763852222915 4.037876495780937
2.941051198713616 4.038152468183282
